schema,table,ordinal,column,data_type
bi_jus_vn,etl_ingame_playersendgifttofuxinpc,32,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_playersendgifttofuxinpc,33,udid,varchar
bi_jus_vn,etl_ingame_playersendgifttofuxinpc,34,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_playersendgifttofuxinpc,35,urs,varchar
bi_jus_vn,etl_ingame_playersendgifttofuxinpc,36,ds,date
bi_jus_vn,etl_ingame_rike,1,log_type,varchar
bi_jus_vn,etl_ingame_rike,2,__event_id,varchar
bi_jus_vn,etl_ingame_rike,3,account_id,varchar
bi_jus_vn,etl_ingame_rike,4,app_channel,varchar
bi_jus_vn,etl_ingame_rike,5,app_ver,varchar
bi_jus_vn,etl_ingame_rike,6,caid,varchar
bi_jus_vn,etl_ingame_rike,7,country_code,varchar
bi_jus_vn,etl_ingame_rike,8,device_height,varchar
bi_jus_vn,etl_ingame_rike,9,device_model,varchar
bi_jus_vn,etl_ingame_rike,10,device_width,varchar
bi_jus_vn,etl_ingame_rike,11,engine_ver,varchar
bi_jus_vn,etl_ingame_rike,12,imei,varchar
bi_jus_vn,etl_ingame_rike,13,is_emulator,varchar
bi_jus_vn,etl_ingame_rike,14,is_root,varchar
bi_jus_vn,etl_ingame_rike,15,isp,varchar
bi_jus_vn,etl_ingame_rike,16,language,varchar
bi_jus_vn,etl_ingame_rike,17,mac_addr,varchar
bi_jus_vn,etl_ingame_rike,18,network,varchar
bi_jus_vn,etl_ingame_rike,19,oaid,varchar
bi_jus_vn,etl_ingame_rike,20,old_accountid,varchar
bi_jus_vn,etl_ingame_rike,21,os_name,varchar
bi_jus_vn,etl_ingame_rike,22,os_ver,varchar
bi_jus_vn,etl_ingame_rike,23,reason,varchar
bi_jus_vn,etl_ingame_rike,24,region,varchar
bi_jus_vn,etl_ingame_rike,25,role_id,varchar
bi_jus_vn,etl_ingame_rike,26,server,varchar
bi_jus_vn,etl_ingame_rike,27,tdid,varchar
bi_jus_vn,etl_ingame_rike,28,transid,varchar
bi_jus_vn,etl_ingame_rike,29,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_rike,30,udid,varchar
bi_jus_vn,etl_ingame_rike,31,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_rike,32,urs,varchar
bi_jus_vn,etl_ingame_rike,33,value,varchar
bi_jus_vn,etl_ingame_rike,34,ds,date
bi_jus_vn,etl_ingame_scoreboostrisebigrank,1,log_type,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,2,__event_id,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,3,account_id,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,4,app_channel,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,5,app_ver,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,6,caid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,7,country_code,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,8,device_height,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,9,device_model,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,10,device_width,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,11,engine_ver,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,12,imei,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,13,is_emulator,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,14,is_root,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,15,isp,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,16,language,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,17,mac_addr,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,18,network,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,19,new_big_rank,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,20,oaid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,21,old_accountid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,22,os_name,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,23,os_ver,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,24,region,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,25,role_id,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,26,server,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,27,tdid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,28,transid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,29,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_scoreboostrisebigrank,30,udid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,31,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,32,urs,varchar
bi_jus_vn,etl_ingame_scoreboostrisebigrank,33,ds,date
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,1,log_type,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,2,__event_id,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,3,account_id,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,4,app_channel,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,5,app_ver,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,6,big_rank,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,7,caid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,8,country_code,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,9,device_height,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,10,device_model,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,11,device_width,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,12,engine_ver,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,13,imei,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,14,is_emulator,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,15,is_finish,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,16,is_lingqu,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,17,is_root,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,18,isp,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,19,just_lingjiang,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,20,language,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,21,mac_addr,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,22,network,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,23,oaid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,24,old_accountid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,25,os_name,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,26,os_ver,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,27,region,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,28,role_id,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,29,server,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,30,small_rank,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,31,tdid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,32,transid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,33,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,34,udid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,35,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,36,urs,varchar
bi_jus_vn,etl_ingame_scoreboostsetsubrankcert,37,ds,date
bi_jus_vn,etl_ingame_shopitembuy,1,log_type,varchar
bi_jus_vn,etl_ingame_shopitembuy,2,__event_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,3,account_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,4,aid,varchar
bi_jus_vn,etl_ingame_shopitembuy,5,app_channel,varchar
bi_jus_vn,etl_ingame_shopitembuy,6,app_ver,varchar
bi_jus_vn,etl_ingame_shopitembuy,7,ban_bang_yuan_bao_after,varchar
bi_jus_vn,etl_ingame_shopitembuy,8,ban_bang_yuan_bao_use,varchar
bi_jus_vn,etl_ingame_shopitembuy,9,buy_from_where,varchar
bi_jus_vn,etl_ingame_shopitembuy,10,caid,varchar
bi_jus_vn,etl_ingame_shopitembuy,11,cost_all,varchar
bi_jus_vn,etl_ingame_shopitembuy,12,count,bigint
bi_jus_vn,etl_ingame_shopitembuy,13,country_code,varchar
bi_jus_vn,etl_ingame_shopitembuy,14,device_height,varchar
bi_jus_vn,etl_ingame_shopitembuy,15,device_model,varchar
bi_jus_vn,etl_ingame_shopitembuy,16,device_width,varchar
bi_jus_vn,etl_ingame_shopitembuy,17,engine_ver,varchar
bi_jus_vn,etl_ingame_shopitembuy,18,free_yuanbao,varchar
bi_jus_vn,etl_ingame_shopitembuy,19,gameplay_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,20,gas3_orderid,varchar
bi_jus_vn,etl_ingame_shopitembuy,21,get_action_res,varchar
bi_jus_vn,etl_ingame_shopitembuy,22,get_action_str,varchar
bi_jus_vn,etl_ingame_shopitembuy,23,good_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,24,imei,varchar
bi_jus_vn,etl_ingame_shopitembuy,25,ip,varchar
bi_jus_vn,etl_ingame_shopitembuy,26,is_emulator,varchar
bi_jus_vn,etl_ingame_shopitembuy,27,is_gift,varchar
bi_jus_vn,etl_ingame_shopitembuy,28,is_hong_bao_gift,varchar
bi_jus_vn,etl_ingame_shopitembuy,29,is_mall,varchar
bi_jus_vn,etl_ingame_shopitembuy,30,is_root,varchar
bi_jus_vn,etl_ingame_shopitembuy,31,isp,varchar
bi_jus_vn,etl_ingame_shopitembuy,32,item_template_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,33,items_add,varchar
bi_jus_vn,etl_ingame_shopitembuy,34,language,varchar
bi_jus_vn,etl_ingame_shopitembuy,35,left_free_yuanbao,varchar
bi_jus_vn,etl_ingame_shopitembuy,36,left_yuanbao,varchar
bi_jus_vn,etl_ingame_shopitembuy,37,limit_desc,varchar
bi_jus_vn,etl_ingame_shopitembuy,38,mac_addr,varchar
bi_jus_vn,etl_ingame_shopitembuy,39,money_detail,varchar
bi_jus_vn,etl_ingame_shopitembuy,40,network,varchar
bi_jus_vn,etl_ingame_shopitembuy,41,oaid,varchar
bi_jus_vn,etl_ingame_shopitembuy,42,old_accountid,varchar
bi_jus_vn,etl_ingame_shopitembuy,43,os_name,varchar
bi_jus_vn,etl_ingame_shopitembuy,44,os_ver,varchar
bi_jus_vn,etl_ingame_shopitembuy,45,real_shop_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,46,region,varchar
bi_jus_vn,etl_ingame_shopitembuy,47,role_class,bigint
bi_jus_vn,etl_ingame_shopitembuy,48,role_gender,varchar
bi_jus_vn,etl_ingame_shopitembuy,49,role_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,50,role_level,bigint
bi_jus_vn,etl_ingame_shopitembuy,51,role_name,varchar
bi_jus_vn,etl_ingame_shopitembuy,52,scene_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,53,server,varchar
bi_jus_vn,etl_ingame_shopitembuy,54,shop_id,varchar
bi_jus_vn,etl_ingame_shopitembuy,55,tdid,varchar
bi_jus_vn,etl_ingame_shopitembuy,56,transid,varchar
bi_jus_vn,etl_ingame_shopitembuy,57,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_shopitembuy,58,udid,varchar
bi_jus_vn,etl_ingame_shopitembuy,59,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_shopitembuy,60,urs,varchar
bi_jus_vn,etl_ingame_shopitembuy,61,uuid_key,varchar
bi_jus_vn,etl_ingame_shopitembuy,62,yuanbao,varchar
bi_jus_vn,etl_ingame_shopitembuy,63,ds,date
bi_jus_vn,etl_ingame_trade,1,log_type,varchar
bi_jus_vn,etl_ingame_trade,2,__event_id,varchar
bi_jus_vn,etl_ingame_trade,3,cur_total_yajin,varchar
bi_jus_vn,etl_ingame_trade,4,cur_total_yinliang,varchar
bi_jus_vn,etl_ingame_trade,5,cur_total_yuanbao,varchar
bi_jus_vn,etl_ingame_trade,6,d_account_id,varchar
bi_jus_vn,etl_ingame_trade,7,d_count,bigint
bi_jus_vn,etl_ingame_trade,8,d_equip_score,double
bi_jus_vn,etl_ingame_trade,9,d_friendliness,varchar
bi_jus_vn,etl_ingame_trade,10,d_huoyue,varchar
bi_jus_vn,etl_ingame_trade,11,d_iteid,varchar
bi_jus_vn,etl_ingame_trade,12,d_itename,varchar
bi_jus_vn,etl_ingame_trade,13,d_itetype,varchar
bi_jus_vn,etl_ingame_trade,14,d_mac,varchar
bi_jus_vn,etl_ingame_trade,15,d_money,double
bi_jus_vn,etl_ingame_trade,16,d_org,varchar
bi_jus_vn,etl_ingame_trade,17,d_role_id,varchar
bi_jus_vn,etl_ingame_trade,18,d_role_name,varchar
bi_jus_vn,etl_ingame_trade,19,d_total_score,double
bi_jus_vn,etl_ingame_trade,20,d_udid,varchar
bi_jus_vn,etl_ingame_trade,21,d_uuid,varchar
bi_jus_vn,etl_ingame_trade,22,d_yuanbao,varchar
bi_jus_vn,etl_ingame_trade,23,flow_no,varchar
bi_jus_vn,etl_ingame_trade,24,grade_buyer,varchar
bi_jus_vn,etl_ingame_trade,25,grade_seller,varchar
bi_jus_vn,etl_ingame_trade,26,ip1_buyer,varchar
bi_jus_vn,etl_ingame_trade,27,ip1_seller,varchar
bi_jus_vn,etl_ingame_trade,28,is_friend,varchar
bi_jus_vn,etl_ingame_trade,29,itedetail,varchar
bi_jus_vn,etl_ingame_trade,30,iteseller,varchar
bi_jus_vn,etl_ingame_trade,31,old_total_yajin,varchar
bi_jus_vn,etl_ingame_trade,32,old_total_yinliang,varchar
bi_jus_vn,etl_ingame_trade,33,old_total_yuanbao,varchar
bi_jus_vn,etl_ingame_trade,34,price_proper_yb,double
bi_jus_vn,etl_ingame_trade,35,price_proper_yl,double
bi_jus_vn,etl_ingame_trade,36,price_range_yb,varchar
bi_jus_vn,etl_ingame_trade,37,price_range_yl,varchar
bi_jus_vn,etl_ingame_trade,38,price_yb,double
bi_jus_vn,etl_ingame_trade,39,price_yl,double
bi_jus_vn,etl_ingame_trade,40,region,varchar
bi_jus_vn,etl_ingame_trade,41,s_account_id,varchar
bi_jus_vn,etl_ingame_trade,42,s_audit_freeze_time,varchar
bi_jus_vn,etl_ingame_trade,43,s_count,bigint
bi_jus_vn,etl_ingame_trade,44,s_equip_score,double
bi_jus_vn,etl_ingame_trade,45,s_huoyue,varchar
bi_jus_vn,etl_ingame_trade,46,s_iteid,varchar
bi_jus_vn,etl_ingame_trade,47,s_itename,varchar
bi_jus_vn,etl_ingame_trade,48,s_itetype,varchar
bi_jus_vn,etl_ingame_trade,49,s_mac,varchar
bi_jus_vn,etl_ingame_trade,50,s_money,double
bi_jus_vn,etl_ingame_trade,51,s_org,varchar
bi_jus_vn,etl_ingame_trade,52,s_real_yuan_bao,varchar
bi_jus_vn,etl_ingame_trade,53,s_role_id,varchar
bi_jus_vn,etl_ingame_trade,54,s_role_name,varchar
bi_jus_vn,etl_ingame_trade,55,s_total_score,double
bi_jus_vn,etl_ingame_trade,56,s_udid,varchar
bi_jus_vn,etl_ingame_trade,57,s_uuid,varchar
bi_jus_vn,etl_ingame_trade,58,same_ip,varchar
bi_jus_vn,etl_ingame_trade,59,season_year,bigint
bi_jus_vn,etl_ingame_trade,60,sell_pos,varchar
bi_jus_vn,etl_ingame_trade,61,server,varchar
bi_jus_vn,etl_ingame_trade,62,tax,varchar
bi_jus_vn,etl_ingame_trade,63,taxyb,varchar
bi_jus_vn,etl_ingame_trade,64,trade_time,timestamp(6) with time zone
bi_jus_vn,etl_ingame_trade,65,type,varchar
bi_jus_vn,etl_ingame_trade,66,ya_jin,varchar
bi_jus_vn,etl_ingame_trade,67,ya_jin_detail_str,varchar
bi_jus_vn,etl_ingame_trade,68,ds,date
bi_jus_vn,etl_ingame_treasureunlock,1,log_type,varchar
bi_jus_vn,etl_ingame_treasureunlock,2,__event_id,varchar
bi_jus_vn,etl_ingame_treasureunlock,3,account_id,varchar
bi_jus_vn,etl_ingame_treasureunlock,4,app_channel,varchar
bi_jus_vn,etl_ingame_treasureunlock,5,app_ver,varchar
bi_jus_vn,etl_ingame_treasureunlock,6,caid,varchar
bi_jus_vn,etl_ingame_treasureunlock,7,country_code,varchar
bi_jus_vn,etl_ingame_treasureunlock,8,device_height,varchar
bi_jus_vn,etl_ingame_treasureunlock,9,device_model,varchar
bi_jus_vn,etl_ingame_treasureunlock,10,device_width,varchar
bi_jus_vn,etl_ingame_treasureunlock,11,engine_ver,varchar
bi_jus_vn,etl_ingame_treasureunlock,12,imei,varchar
bi_jus_vn,etl_ingame_treasureunlock,13,index,varchar
bi_jus_vn,etl_ingame_treasureunlock,14,is_emulator,varchar
bi_jus_vn,etl_ingame_treasureunlock,15,is_root,varchar
bi_jus_vn,etl_ingame_treasureunlock,16,isp,varchar
bi_jus_vn,etl_ingame_treasureunlock,17,language,varchar
bi_jus_vn,etl_ingame_treasureunlock,18,mac_addr,varchar
bi_jus_vn,etl_ingame_treasureunlock,19,network,varchar
bi_jus_vn,etl_ingame_treasureunlock,20,oaid,varchar
bi_jus_vn,etl_ingame_treasureunlock,21,old_accountid,varchar
bi_jus_vn,etl_ingame_treasureunlock,22,os_name,varchar
bi_jus_vn,etl_ingame_treasureunlock,23,os_ver,varchar
bi_jus_vn,etl_ingame_treasureunlock,24,progress,varchar
bi_jus_vn,etl_ingame_treasureunlock,25,region,varchar
bi_jus_vn,etl_ingame_treasureunlock,26,reward_type,bigint
bi_jus_vn,etl_ingame_treasureunlock,27,role_class,bigint
bi_jus_vn,etl_ingame_treasureunlock,28,role_grade,varchar
bi_jus_vn,etl_ingame_treasureunlock,29,role_id,varchar
bi_jus_vn,etl_ingame_treasureunlock,30,season_id,varchar
bi_jus_vn,etl_ingame_treasureunlock,31,server,varchar
bi_jus_vn,etl_ingame_treasureunlock,32,tdid,varchar
bi_jus_vn,etl_ingame_treasureunlock,33,transid,varchar
bi_jus_vn,etl_ingame_treasureunlock,34,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_treasureunlock,35,udid,varchar
bi_jus_vn,etl_ingame_treasureunlock,36,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_treasureunlock,37,urs,varchar
bi_jus_vn,etl_ingame_treasureunlock,38,ds,date
bi_jus_vn,etl_ingame_upgrade,1,log_type,varchar
bi_jus_vn,etl_ingame_upgrade,2,__event_id,varchar
bi_jus_vn,etl_ingame_upgrade,3,account_id,varchar
bi_jus_vn,etl_ingame_upgrade,4,app_channel,varchar
bi_jus_vn,etl_ingame_upgrade,5,app_ver,varchar
bi_jus_vn,etl_ingame_upgrade,6,caid,varchar
bi_jus_vn,etl_ingame_upgrade,7,color_id,varchar
bi_jus_vn,etl_ingame_upgrade,8,country_code,varchar
bi_jus_vn,etl_ingame_upgrade,9,device_height,varchar
bi_jus_vn,etl_ingame_upgrade,10,device_model,varchar
bi_jus_vn,etl_ingame_upgrade,11,device_width,varchar
bi_jus_vn,etl_ingame_upgrade,12,engine_ver,varchar
bi_jus_vn,etl_ingame_upgrade,13,equip_equip_upgrade_str,varchar
bi_jus_vn,etl_ingame_upgrade,14,equip_id,varchar
bi_jus_vn,etl_ingame_upgrade,15,imei,varchar
bi_jus_vn,etl_ingame_upgrade,16,is_emulator,varchar
bi_jus_vn,etl_ingame_upgrade,17,is_root,varchar
bi_jus_vn,etl_ingame_upgrade,18,isp,varchar
bi_jus_vn,etl_ingame_upgrade,19,language,varchar
bi_jus_vn,etl_ingame_upgrade,20,level,bigint
bi_jus_vn,etl_ingame_upgrade,21,mac_addr,varchar
bi_jus_vn,etl_ingame_upgrade,22,network,varchar
bi_jus_vn,etl_ingame_upgrade,23,oaid,varchar
bi_jus_vn,etl_ingame_upgrade,24,old_accountid,varchar
bi_jus_vn,etl_ingame_upgrade,25,os_name,varchar
bi_jus_vn,etl_ingame_upgrade,26,os_ver,varchar
bi_jus_vn,etl_ingame_upgrade,27,region,varchar
bi_jus_vn,etl_ingame_upgrade,28,role_class,bigint
bi_jus_vn,etl_ingame_upgrade,29,role_gender,varchar
bi_jus_vn,etl_ingame_upgrade,30,role_grade,varchar
bi_jus_vn,etl_ingame_upgrade,31,role_id,varchar
bi_jus_vn,etl_ingame_upgrade,32,server,varchar
bi_jus_vn,etl_ingame_upgrade,33,sub_type,bigint
bi_jus_vn,etl_ingame_upgrade,34,tdid,varchar
bi_jus_vn,etl_ingame_upgrade,35,time_stamp,varchar
bi_jus_vn,etl_ingame_upgrade,36,total_online_time,varchar
bi_jus_vn,etl_ingame_upgrade,37,transid,varchar
bi_jus_vn,etl_ingame_upgrade,38,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_upgrade,39,type,bigint
bi_jus_vn,etl_ingame_upgrade,40,udid,varchar
bi_jus_vn,etl_ingame_upgrade,41,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_upgrade,42,urs,varchar
bi_jus_vn,etl_ingame_upgrade,43,ds,date
bi_jus_vn,etl_ingame_upgradeequip,1,log_type,varchar
bi_jus_vn,etl_ingame_upgradeequip,2,__event_id,varchar
bi_jus_vn,etl_ingame_upgradeequip,3,account_id,varchar
bi_jus_vn,etl_ingame_upgradeequip,4,app_channel,varchar
bi_jus_vn,etl_ingame_upgradeequip,5,app_ver,varchar
bi_jus_vn,etl_ingame_upgradeequip,6,caid,varchar
bi_jus_vn,etl_ingame_upgradeequip,7,color_id,varchar
bi_jus_vn,etl_ingame_upgradeequip,8,country_code,varchar
bi_jus_vn,etl_ingame_upgradeequip,9,device_height,varchar
bi_jus_vn,etl_ingame_upgradeequip,10,device_model,varchar
bi_jus_vn,etl_ingame_upgradeequip,11,device_width,varchar
bi_jus_vn,etl_ingame_upgradeequip,12,engine_ver,varchar
bi_jus_vn,etl_ingame_upgradeequip,13,equip_equip_upgrade_str,varchar
bi_jus_vn,etl_ingame_upgradeequip,14,equip_id,varchar
bi_jus_vn,etl_ingame_upgradeequip,15,imei,varchar
bi_jus_vn,etl_ingame_upgradeequip,16,is_emulator,varchar
bi_jus_vn,etl_ingame_upgradeequip,17,is_root,varchar
bi_jus_vn,etl_ingame_upgradeequip,18,isp,varchar
bi_jus_vn,etl_ingame_upgradeequip,19,language,varchar
bi_jus_vn,etl_ingame_upgradeequip,20,level,bigint
bi_jus_vn,etl_ingame_upgradeequip,21,mac_addr,varchar
bi_jus_vn,etl_ingame_upgradeequip,22,network,varchar
bi_jus_vn,etl_ingame_upgradeequip,23,oaid,varchar
bi_jus_vn,etl_ingame_upgradeequip,24,old_accountid,varchar
bi_jus_vn,etl_ingame_upgradeequip,25,os_name,varchar
bi_jus_vn,etl_ingame_upgradeequip,26,os_ver,varchar
bi_jus_vn,etl_ingame_upgradeequip,27,region,varchar
bi_jus_vn,etl_ingame_upgradeequip,28,role_class,bigint
bi_jus_vn,etl_ingame_upgradeequip,29,role_gender,varchar
bi_jus_vn,etl_ingame_upgradeequip,30,role_grade,varchar
bi_jus_vn,etl_ingame_upgradeequip,31,role_id,varchar
bi_jus_vn,etl_ingame_upgradeequip,32,server,varchar
bi_jus_vn,etl_ingame_upgradeequip,33,sub_type,bigint
bi_jus_vn,etl_ingame_upgradeequip,34,tdid,varchar
bi_jus_vn,etl_ingame_upgradeequip,35,transid,varchar
bi_jus_vn,etl_ingame_upgradeequip,36,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_upgradeequip,37,type,bigint
bi_jus_vn,etl_ingame_upgradeequip,38,udid,varchar
bi_jus_vn,etl_ingame_upgradeequip,39,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_upgradeequip,40,urs,varchar
bi_jus_vn,etl_ingame_upgradeequip,41,ds,date
bi_jus_vn,etl_ingame_zpresult,1,log_type,varchar
bi_jus_vn,etl_ingame_zpresult,2,__event_id,varchar
bi_jus_vn,etl_ingame_zpresult,3,account_id,varchar
bi_jus_vn,etl_ingame_zpresult,4,app_channel,varchar
bi_jus_vn,etl_ingame_zpresult,5,app_ver,varchar
bi_jus_vn,etl_ingame_zpresult,6,b_da_bao_di,varchar
bi_jus_vn,etl_ingame_zpresult,7,b_need_break_down,varchar
bi_jus_vn,etl_ingame_zpresult,8,b_small,varchar
bi_jus_vn,etl_ingame_zpresult,9,b_xiao_bao_di,varchar
bi_jus_vn,etl_ingame_zpresult,10,caid,varchar
bi_jus_vn,etl_ingame_zpresult,11,country_code,varchar
bi_jus_vn,etl_ingame_zpresult,12,device_height,varchar
bi_jus_vn,etl_ingame_zpresult,13,device_model,varchar
bi_jus_vn,etl_ingame_zpresult,14,device_width,varchar
bi_jus_vn,etl_ingame_zpresult,15,engine_ver,varchar
bi_jus_vn,etl_ingame_zpresult,16,imei,varchar
bi_jus_vn,etl_ingame_zpresult,17,is_emulator,varchar
bi_jus_vn,etl_ingame_zpresult,18,is_root,varchar
bi_jus_vn,etl_ingame_zpresult,19,isp,varchar
bi_jus_vn,etl_ingame_zpresult,20,item_id,varchar
bi_jus_vn,etl_ingame_zpresult,21,language,varchar
bi_jus_vn,etl_ingame_zpresult,22,mac_addr,varchar
bi_jus_vn,etl_ingame_zpresult,23,network,varchar
bi_jus_vn,etl_ingame_zpresult,24,oaid,varchar
bi_jus_vn,etl_ingame_zpresult,25,old_accountid,varchar
bi_jus_vn,etl_ingame_zpresult,26,os_name,varchar
bi_jus_vn,etl_ingame_zpresult,27,os_ver,varchar
bi_jus_vn,etl_ingame_zpresult,28,pool,bigint
bi_jus_vn,etl_ingame_zpresult,29,random_value,double
bi_jus_vn,etl_ingame_zpresult,30,region,varchar
bi_jus_vn,etl_ingame_zpresult,31,role_id,varchar
bi_jus_vn,etl_ingame_zpresult,32,server,varchar
bi_jus_vn,etl_ingame_zpresult,33,tdid,varchar
bi_jus_vn,etl_ingame_zpresult,34,transid,varchar
bi_jus_vn,etl_ingame_zpresult,35,tsforvng,timestamp(6) with time zone
bi_jus_vn,etl_ingame_zpresult,36,udid,varchar
bi_jus_vn,etl_ingame_zpresult,37,unisdk_deviceid,varchar
bi_jus_vn,etl_ingame_zpresult,38,urs,varchar
bi_jus_vn,etl_ingame_zpresult,39,ds,date
jus_vn,cons_game_cumulative_rev_by_new_user_daily,1,gds_bundle_code,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,2,report_date,date
jus_vn,cons_game_cumulative_rev_by_new_user_daily,3,report_week,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,4,report_month,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,5,app_id,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,6,platform,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,7,country_code,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,8,product_code,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,9,is_paid_install,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,10,media_source,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,11,partner_id,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,12,campaign_id,varchar
jus_vn,cons_game_cumulative_rev_by_new_user_daily,13,adset_id,varchar
